OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,ProviderType,Id,X,Y,UpdateDTS
1320,55C004,Lincoln Internal Medicine,Lincoln Internal Medicine,607 S. Generals Blvd,Lincolnton,Lincoln,North Carolina,28092,Approved,Medical practice : internal medicine,,-81.242636160279,35.4553026665704,202105041931
1531,55C008,"Ingles Markets, Inc",Ingles Pharmacy #148,2130 East Main Street,Lincolnton,Lincoln,North Carolina,28092,Approved,Pharmacy : chain,,-81.2213618873923,35.478259304877,202105041931
1745,55C009,"CVS Pharmacy, Inc",CVS PHARMACY #5588,6050 SOUTH NC HIGHWAY 16,DENVER,Lincoln,North Carolina,28037,Submitted (Ready for Internal Review),Pharmacy : chain,,-81.0633654267875,35.5585978021903,202105041931
1861,55C010,Lincolnton Rehabilitation Center,Lincolnton Rehabilitation Center,1410 E. Gaston Street,Lincolnton,Lincoln,North Carolina,28092,Submitted (Ready for Internal Review),"Long-term care : nursing home, skilled nursing facility, federally certified",,-81.2346179398651,35.4721187638078,202105041931
1899,550007,"Lincoln Pediatrics Clinic, PA","Lincoln Pediatrics Clinic, PA",113 Doctors Park,Lincolnton,Lincoln,North Carolina,28092,Approved,Medical practice : pediatrics,,-81.2359999003647,35.468135776229,202105041931
1920,55C011,"BarCARE Health Homecare Services, LLC","BarCARE Health Homecare Services, LLC",148 Vandiver Drive,Lincolnton,Lincoln,North Carolina,28092,Submitted (Ready for Internal Review),Pharmacy : independent,,-81.2429728387658,35.4956970357782,202105041931
1928,"",Lincoln County Sheriff's Office,Lincoln County Sheriff's Office,700 John Howell Memorial Drive,Lincolnton,Lincoln,North Carolina,28092,New (Vaccine Coordinator In Progress),"",,-81.237552340669,35.4892234994404,202105041931
1965,55C007,"Sentry Drug Center #11, Inc.","Sentry Drug Center #11, Inc.",2622 E Main St,Lincolnton,Lincoln,North Carolina,28092,Submitted (Ready for Internal Review),Pharmacy : independent,,-81.2070434101015,35.4811038162014,202105041931
2121,55C006,"Sentry Drug Center #11, Inc.","Sentry Drug Center #16, Inc.",1446 E Gaston St,Lincolnton,Lincoln,North Carolina,28092,Submitted (Ready for Internal Review),Pharmacy : independent,,-81.2330419552278,35.4730957237367,202105041931
2592,,WM1,WAL-MART PHARMACY,306 N GENERALS BLVD,LINCOLNTON,Lincoln,North Carolina,28092,,Pharmacy : chain,a2At0000001e3pFEAQ,-81.2419885239349,35.4830419946422,202105041931
2659,,Walgreens,Walgreens,7828 PINEVILLE MATTHEWS RD,CHARLOTTE,Lincoln,North Carolina,28226,,Pharmacy : chain,a2At0000002WNkeEAG,-80.8523831594009,35.0882392349141,202105041931
2679,,CVS Health,187,14125 STEELE CREEK RD,CHARLOTTE,Lincoln,North Carolina,28273,,Pharmacy : chain,a2At0000002VjSqEAK,-80.987545184724,35.1023692268748,202105041931
2814,,WM1,WAL-MART PHARMACY,2525 HWY 70 SE,HICKORY,Lincoln,North Carolina,28602,,Pharmacy : chain,a2At0000001e2hsEAA,-81.2866825674717,35.703299009364,202105041931
2853,,Walgreens,Walgreens,6028 S NC 16 HWY,MAIDEN,Lincoln,North Carolina,28650,,Pharmacy : chain,a2At0000002WNjREAW,-81.0634802904268,35.5593382247673,202105041931
158,590001,Foothills Health District,McDowell County Health Department,408 Spaulding Rd,Marion,McDowell,North Carolina,28752,Approved,Public health provider : public health clinic,,-82.0296576684276,35.6668078477301,202105041931
191,11C008,"MH Mission Health, LLLP","MH Mission Hospital McDowell, LLLP",430 Rankin Drive,Marion,McDowell,North Carolina,28752,Approved,Health center : occupational,,-82.0281784059777,35.6633753905259,202105041931
1381,59C001,"2PP, LLC",The Prescription of Marion,1211 North Main St,Marion,McDowell,North Carolina,28752,Approved,Pharmacy : independent,,-82.0240873114824,35.6954882226966,202105041931
1504,NS2060,"Ingles Markets, Inc",Ingles Pharmacy #60,625 W. Henderson St.,Marion,McDowell,North Carolina,28752,Approved,Pharmacy : independent,,-82.0139306725851,35.6749461479333,202105041931
1587,590013,"Blue Ridge HealthCare Medical Group, Inc.",McDowell Medical Associates-Nebo,5920 US 70 East,Nebo,McDowell,North Carolina,28761,Approved,Medical practice : family medicine,,-81.9216767824355,35.7118524619399,202105041931
1721,590003,"Blue Ridge HealthCare Medical Group, Inc.",McDowell Medical Associates- Marion,2293 Sugar Hill Rd Suite D,Marion,McDowell,North Carolina,28752,Approved,Medical practice : family medicine,,-82.0279301883429,35.6553231931127,202105041931
1722,59C003,"Blue Ridge HealthCare Medical Group, Inc.",Blue Ridge Cardiology and Internal Medicine-Marion,2293 Sugar Hill Rd Suite A,Marion,McDowell,North Carolina,28752,Approved,Medical practice : internal medicine,,-82.0279308547985,35.6553226363398,202105041931
1726,59C004,"Blue Ridge HealthCare Medical Group, Inc.",Women's Health Group-Marion,2293 Sugar Hill Rd Suite C,Marion,McDowell,North Carolina,28752,Approved,Medical practice : OB/GYN,,-82.039408493217,35.6434088871965,202105041931
1737,59C005,"Ingles Markets, Inc",Ingles Pharmacy #60,625 W. Henderson St.,Marion,McDowell,North Carolina,28752,Approved,Pharmacy : chain,,-82.0176555530093,35.6818382889227,202105041931
1760,59C002,Baxter International Inc.,Baxter North Cove,65 Pitts Station Road,Marion,McDowell,North Carolina,28752,Deactivated,Other,,-82.0013729293933,35.832307340739,202105041931
2091,"",Wellpath,McDowell County Detention Center,593 Spaulding Road,Marion,McDowell,North Carolina,28752,New (Vaccine Coordinator In Progress),Corrections/detention health services,,-82.032076177768,35.6634793078755,202105041931
2195,"","McDowell Family Pharmacy, LLC,",McDowell Family Pharmacy,40 W Main St.,Old Fort,McDowell,North Carolina,28762,New (Vaccine Coordinator In Progress),Pharmacy : independent,,-82.1831407388681,35.6290948839446,202105041931
2850,,CVS Health,7588,932 OLD US HWY 70,BLACK MOUNTAIN,McDowell,North Carolina,28711,,Pharmacy : chain,a2At0000002Vg6GEAS,-82.356125169664,35.6125520435096,202105041931
2851,,CVS Health,3534,62 LAKE EDEN ROAD,BLACK MOUNTAIN,McDowell,North Carolina,28711,,Pharmacy : chain,a2At0000002VeeXEAS,-82.3710761401998,35.6148061017431,202105041931
2864,,WM1,WAL-MART PHARMACY,2875 SUGAR HILL RD,MARION,McDowell,North Carolina,28752,,Pharmacy : chain,a2At0000001e2jQEAQ,-82.0332481710046,35.6488490875355,202105041931
3023,,CVS Health,3534,5235 Nc 226 South,Marion,McDowell,North Carolina,28752,,Pharmacy : chain,a2At0000002Vg5NEAS,-81.9640943027542,35.6587643345461,202105041931
187,11C007,"MH Mission Health, LLLP","MH Angel Medical Center, LLLP",120 Riverview Street,Franklin,Macon,North Carolina,28734,Approved,Hospital,,-83.3783334761494,35.1846611796919,202105041931
189,11C003,"MH Mission Health, LLLP","MH Highlands Cashiers Hospital, LLP",190 Hospital Drive,Highlands,Macon,North Carolina,28741,Approved,Health center : occupational,,-83.1861490740245,35.0864742099575,202105041931
263,560001,Macon County Public Health,Macon County Public Health,1830 Lakeside Drive,Franklin,Macon,North Carolina,28734,Approved,Public health provider : public health clinic,,-83.3714584349728,35.1968877060355,202105041931
478,560013,"Burrell Family and Obstetrical Care, PA","Burrell Family and Obstetrical Care, PA",161 Iotla Street,Franklin,Macon,North Carolina,28734,Approved,Medical practice : family medicine,,-83.3826297248405,35.1844500565128,202105041931
1524,NS2114,"Ingles Markets, Inc",Ingles Pharmacy #114,1257 Georgia Road,Franklin,Macon,North Carolina,28734,Approved,Pharmacy : chain,,-83.3917762164658,35.1577598177942,202105041931
1666,56C001,"Alexander's Apothecaries, Ltd. dba Highlands Pharmacy",HIGHLANDS PHARMACY,195 MAIN STREET,HIGHLANDS,Macon,North Carolina,28741,Approved,Pharmacy : independent,,-83.2010845669813,35.0536702489181,202105041931
2021,560004,Franklin Family Practice,Franklin Family Practice,161 Iotla Street,Franklin,Macon,North Carolina,28734,Deactivated,Medical practice : family medicine,,-83.3826297248405,35.1844500565128,202105041931
2865,,WM1,WAL-MART PHARMACY,273 COMMONS DRIVE,FRANKLIN,Macon,North Carolina,28734,,Pharmacy : chain,a2At0000001e2dLEAQ,-83.3650646253223,35.1667982140704,202105041931
3018,,CVS Health,7521,186 One Center Court,Franklin,Macon,North Carolina,28734,,Pharmacy : chain,a2At0000002Vg5SEAS,-83.359529028023,35.1928588803892,202105041931
409,570001,County of Madison DBA Madison County Health Department,County of Madison DBA Madison County Health Department,493 Medical Park Drive,Marshall,Madison,North Carolina,28753,Approved,Public health provider : public health clinic,,-82.6516233841374,35.805078633794,202105041931
1507,NS2028,"Ingles Markets, Inc",Ingles Pharmacy #28,5580 Hwy 25/70,Marshall,Madison,North Carolina,28753,Approved,Pharmacy : chain,,-82.7045961000759,35.8266496018696,202105041931
1514,NS2080,"Ingles Markets, Inc",Ingles Pharmacy #80,225 Carl Eller Rd,Mars Hill,Madison,North Carolina,28754,Approved,Pharmacy : chain,,-82.5432736887171,35.8244222055611,202105041931
1978,57C001,"CVS Pharmacy, Inc",CVS PHARMACY #5592,191 CARL ELLER ROAD,MARS HILL,Madison,North Carolina,28754,Resubmitted,"",,-82.5453807761523,35.8255298194024,202105041931
2891,,Walgreens,Walgreens,578 NEW LEICESTER HWY,ASHEVILLE,Madison,North Carolina,28806,,Pharmacy : chain,a2At0000002W5s8EAC,-82.6320798929154,35.6131726604592,202105041931
3019,,WM1,WAL-MART PHARMACY,25 NORTHRIDGE COM. PKY.,WEAVERVILLE,Madison,North Carolina,28787,,Pharmacy : chain,a2At0000001e3JREAY,-82.5793340978425,35.703464009752,202105041931
186,580010,"Metropolitan Community Health Services, Inc. dba Agape Health Services",Agape Health Services - Williamston,1130 Godwin Dr,Williamston,Martin,North Carolina,27892,Approved,Public health provider : Federally Qualified Health Center,,-77.0676607944714,35.8392636013304,202105041931
265,58C001,Martin-Tyrrell-Washington District Health Department,Martin County Health Department,210 West Liberty Street,Williamston,Martin,North Carolina,27892,Approved,Public health provider : public health clinic,,-77.0614191194531,35.8602931995726,202105041931
340,580002,Williamston Hospital Corporation,Martin General Hospital,310 S. McCaskey Rd,Williamston,Martin,North Carolina,27892,Approved,Hospital,,-77.0730878649964,35.8397198616476,202105041931
951,58C003,MAST DRUG CO. INC.,MAST PHARMACY,307 W BLVD,WILLIAMSTON,Martin,North Carolina,27892,Approved,Pharmacy : independent,,-77.0719762136964,35.8410177543933,202105041931
1094,58C002,"O'Neals Drug Store, Inc",Costwise Pharmacy Inc,712-A Washington St,Williamston,Martin,North Carolina,27892,Approved,Pharmacy : independent,,-77.0608573370355,35.8448121194556,202105041931
1540,58C004,"AccessMedicine, PA",AccessMedicine - Williamston,112 West Main Street,Williamston,Martin,North Carolina,27892,Approved,Medical practice : family medicine,,-77.1729727079155,35.8343841540438,202105041931
2536,,WM1,WAL-MART PHARMACY,1529 WASHINGTON ST.,WILLIAMSTON,Martin,North Carolina,27892,,Pharmacy : chain,a2At0000001e3iLEAQ,-77.0651813466071,35.8372887707982,202105041931
2958,,CVS Health,16404,160 Santree Drive,Williamston,Martin,North Carolina,27892,,Pharmacy : chain,a2At0000002VovpEAC,-77.0761467561534,35.8387583176404,202105041931
2961,,Walgreens,Walgreens,1560 US HIGHWAY 17,WILLIAMSTON,Martin,North Carolina,27892,,Pharmacy : chain,a2At0000002WndaEAC,-77.0673971683568,35.8339294823054,202105041931
1,600115,First Care Medical Clinic,First Care Medical Clinic Plaza,2938 The Plaza,Charlotte,Mecklenburg,North Carolina,28205,Approved,Medical practice : family medicine,,-80.79961716037,35.2376174841446,202105041931
4,600130,First Care Medical Clinic,First Care Medical Clinic - Nations Ford,9040 Nations Ford Road,Charlotte,Mecklenburg,North Carolina,28273,Approved,Medical practice : family medicine,,-80.8923282704457,35.1342974702867,202105041931
7,60C100,Novant Health,NOVANT HEALTH HALLMARK CARE,4500 CAMERON VALLEY PARKWAY SUITE 100,CHARLOTTE,Mecklenburg,North Carolina,28211,Approved,Medical practice : family medicine,,-80.8254068507374,35.1486089047738,202105041931
8,600217,Novant Health,NOVANT HEALTH SOUTH PARK FAMILY PHYSICIANS,6324 FAIRVIEW ROAD SUITE 201,CHARLOTTE,Mecklenburg,North Carolina,28210,Approved,Medical practice : family medicine,,-80.8351245755999,35.1488079663829,202105041931
24,600206,Novant Health,NOVANT HEALTH MIDTOWN FAMILY MEDICINE,335 NORTH CASWELL RD,CHARLOTTE,Mecklenburg,North Carolina,28204,Approved,Medical practice : family medicine,,-80.8199129445986,35.2121657938268,202105041931
29,60C093,MedAssist of Mecklenburg (dba NC MedAssist),NC MedAssist - Charlotte,4428 Taggart Creek Rd Ste 101,Charlotte,Mecklenburg,North Carolina,28208,Approved,Pharmacy : independent,,-80.9203545605042,35.2287011448727,202105041931
33,60C079,PHARMA CAROLINA LLC dba CAREFIRST SPECIALTY PHARMACY,CAREFIRST SPECIALTY PHARMACY,11100 S Tryon St,Charlotte,Mecklenburg,North Carolina,28273,Approved,Pharmacy : independent,,-80.9609587310736,35.117304473267,202105041931
36,600059,Novant Health,NOVANT HEALTH UNIVERSITY FAMILY PHYSICIANS,10810 MALLARD CREEK RD,CHARLOTTE,Mecklenburg,North Carolina,28262,Approved,Medical practice : family medicine,,-80.7629378652386,35.3432190331376,202105041931
37,60C068,"Minute Medical Care, PLLC",Minute Medical Care-Dilworth,1218 East Blvd.  Suite B.,Charlotte,Mecklenburg,North Carolina,28203,Approved,Medical practice : other specialty,,-80.8463669160646,35.2028800569144,202105041931
52,60C077,The Charlotte-Mecklenburg Hospital Authority,Mecklenburg Medical Group-Steele Creek,13640 Steelecroft Parkway,Charlotte,Mecklenburg,North Carolina,28278,Approved,Medical practice : internal medicine,,-80.9922124381995,35.0992481874884,202105041931
53,60C074,The Charlotte-Mecklenburg Hospital Authority,Charlotte Medical Clinic,4525 Cameron Valley Parkway,Charlotte,Mecklenburg,North Carolina,28211,Approved,Medical practice : internal medicine,,-80.8246380306481,35.1471502697366,202105041931
54,60C073,The Charlotte-Mecklenburg Hospital Authority,Randolph Internal Medicine Associates,3030 Randolph Road,Charlotte,Mecklenburg,North Carolina,28211,Approved,Medical practice : internal medicine,,-80.8110800749361,35.1962272603537,202105041931
73,60C076,The Charlotte-Mecklenburg Hospital Authority,Mecklenburg Medical Group-Northcross,16455 Statesville Road,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : internal medicine,,-80.8668872116299,35.4386713977845,202105041931
82,NS0474,The Kroger Co.,HARRIS TEETER PHARMACY 09700474,7036 Brighton Park Dr,Mint Hill,Mecklenburg,North Carolina,28227,Approved,Pharmacy : chain,,-80.6609345625184,35.1726443868334,202105041931
102,60C072,Sensenbrenner Primary Care,Sensenbrenner Primary Care,8821 Blakeney Professional Dri,Charlotte,Mecklenburg,North Carolina,28277,Approved,Medical practice : internal medicine,,-80.8076638105614,35.0306216203542,202105041931
109,60C053,Healthy Living Pharmacy,Healthy Living Pharmacy,3717 N SHARON AMITY RD UNIT C,CHARLOTTE,Mecklenburg,North Carolina,28205,Approved,Pharmacy : independent,,-80.7573757522218,35.2110680659634,202105041931
114,600102,The Charlotte-Mecklenburg Hospital Authority,East Charlotte Family Physicians,5801 Executive Center Drive,Charlotte,Mecklenburg,North Carolina,28212,Approved,Medical practice : family medicine,,-80.7424050496811,35.1998030762065,202105041931
115,60C070,The Charlotte-Mecklenburg Hospital Authority,Mecklenburg Medical Group-Matthews,332 North Trade Street,Matthews,Mecklenburg,North Carolina,28105,Approved,Medical practice : internal medicine,,-80.7185369721552,35.1194739287852,202105041931
116,60C071,The Charlotte-Mecklenburg Hospital Authority,Riverbend Family Medicine,9908 Couloak Drive,Charlotte,Mecklenburg,North Carolina,28216,Approved,Medical practice : family medicine,,-80.9449749414117,35.320129794085,202105041931
120,60C075,The Charlotte-Mecklenburg Hospital Authority,CMC Myers Park,1350 South Kings Drive,Charlotte,Mecklenburg,North Carolina,28207,Approved,Medical practice : internal medicine,,-80.8371617565198,35.1960014389091,202105041931
121,600073,The Charlotte-Mecklenburg Hospital Authority,CMC Northpark,251 Eastway Drive,Charlotte,Mecklenburg,North Carolina,28213,Approved,Medical practice : family medicine,,-80.7772994529792,35.2560545661039,202105041931
128,60C005,"Oak Street Health, LLC",Oak Street Health- East Charlotte,6824 Harrisburg Rd,Charlotte,Mecklenburg,North Carolina,28227,Approved,Other,,-80.6866200970888,35.2110696407347,202105041931
129,60C089,"ProMed Healthcare, PLLC",ProMed - Charlotte,7004 Smith Corners Blvd,Charlotte,Mecklenburg,North Carolina,28269,Approved,Medical practice : family medicine,,-80.8430051316116,35.3491009957968,202105041931
160,600001,Mecklenburg County Health Department,Mecklenburg County Health Department,249 Billingsley Road,Charlotte,Mecklenburg,North Carolina,28211,Approved,Public health provider : public health clinic,,-80.807054726695,35.1933058112247,202105041931
209,600203,Charlotte Community Health Clinic,Charlotte Community Health Clinic University,8401 Medical Plaza Drive,Charlotte,Mecklenburg,North Carolina,28262,Approved,Public health provider : Federally Qualified Health Center,,-80.7767256086793,35.3191067887717,202105041931
212,60C006,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health University City,8800 North Tryon Street,Charlotte,Mecklenburg,North Carolina,28262,Approved,Hospital,,-80.7474711253783,35.3062923074658,202105041931
213,60C008,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Carolinas Medical Center/Center for Mental Health,4400 Golf Acres Dr.,Charlotte,Mecklenburg,North Carolina,28208,Approved,Hospital,,-80.9192923877386,35.2248430613232,202105041931
